tipoAss;numeroDoContrato;tipoDeContrato;codigoDaPessoa;codigoDaPessoaVendedor;codigoTipoAssinatura;dataDeValidadeInicial;dataDevalidadeFinal;qtdJornaisContrato;numeroDeExemplares;numeroDeExemplaresEntregues;numeroDeExemplaresPagos;valorTotal;valorDoDescontoConcedido;quantidadeDeParcelasDoContrato;precoMedioB30;valorTipoDaAssinatura;codigoDoPlanoDePagamento;codigoDaCondicaoDePagamento;codigoDoProdutoServico;descricaoDoProdutoServico;descricaoTipoDeAssinatura;quantidadeDeDias;quantidadeDeExemplares;descricaoDoPlanoDePagamento;nomeDoMunicipio;mesRenovou;mesRenovara;precoFaixa;modalidade;cidadeEntrega;idRenovacaoAutomatica;latitude;longitude;codigoDoMunicipio;codigoDoSetorDeEntrega;nomeDoBairro;sexo;Tipo;Idade;Tempo;Status;codigoDaPessoa
Impressa;551119;I;64288;81293;5;04/05/2023 00:00;11/05/2024 00:00;1;261;233;261;1128;0;1;94;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Olímpia;2023/05;2024/05;03 de R$ 90 a R$ 94.99;Anual;Olímpia;VERDADEIRO;-20.7327759;-48.9042695;9425;347;Centro;M;F;80;30;1;10201
Digital;550675;R;57090;1;10;04/05/2023 00:00;03/05/2024 00:00;1;261;242;261;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20,812683;-49,347257;9659;55;Parque Residencial Damha;M;F;85;25;1;10202
Digital;550699;R;39148;1;10;06/05/2023 00:00;04/05/2024 00:00;1;261;239;210;154,8;48;12;12,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,813713;-49,355026;9659;43;Jardim dos Gomes;M;F;84;25;1;10203
Impressa;550222;R;73679;1;5;06/05/2023 00:00;08/05/2024 00:00;1;261;236;256;1032;0;8;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;43;Jardim Urano;M;F;79;25;1;10214
Combo;551115;I;62878;72996;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;88;458,8;181,2;12;38,23333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/05;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,843793;-49,375685;9659;43;São Francisco;M;F;80;25;1;10216
Impressa;550214;R;42117;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;237;258;1032;0;6;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,85375;-49,405145;9659;22;Jardim Palmeiras;M;F;79;23;1;10234
Impressa;550205;R;32400;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;237;258;1032;0;6;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,821345;-49,372346;9659;11;Vila Santa Cruz;M;F;79;20;1;10235
Impressa;550201;R;152329;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;237;250;1032;0;3;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,816958;-49,383039;9659;23;Centro;M;F;74;25;1;10244
Combo;551112;I;41285;72996;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;103;484;156;4;40,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/05;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,820206;-49,402469;9659;53;Boa Vista;M;F;80;25;1;10253
Impressa;550138;R;9448;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;260;1032;0;10;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20.7935630;-49.3713779;9659;51;Vila Anchieta;M;F;82;22;1;10254
Combo;548859;R;55840;1;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;80;458,8;181,2;12;38,23333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/02;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;-20,804324;-49,402357;9659;53;Jardim Congonhas;M;F;78;25;1;10266
Combo;551427;I;30466;76316;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;96;458,8;181,2;12;38,23333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/05;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;Vila Nossa Senhora da Penha;F;F;91;27;1;10271
Impressa;550420;R;28274;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;240;1032;0;10;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,831969;-49,367259;9659;43;Parque Quinta das Paineiras;F;F;76;25;1;10331
Combo;550458;R;145170;1;12;06/05/2023 00:00;04/05/2024 00:00;1;104;96;88;640;0;12;53,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/04;2024/05;11 de R$ 50 a R$ 54.99;Anual;São José do Rio Preto;FALSO;-20,761708;-49,392508;9659;63;Jardim Santo Antônio;M;F;74;28;1;10367
Impressa;550211;R;39000;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;237;258;1032;0;6;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,814918;-49,395237;9659;53;Boa Vista;M;F;69;26;1;10373
Digital;550715;R;166912;1;10;06/05/2023 00:00;04/05/2024 00:00;1;261;239;231;166,8;36;12;13,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Boa Vista;M;F;75;23;1;10374
Impressa;550144;R;52511;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;237;52;1032;0;10;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,825417;-49,391368;9659;22;Vila São José;M;F;49;30;1;10417
Impressa;550202;R;5699;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;258;1032;0;6;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20,812864;-49,38462;9659;23;Parque Industrial;M;F;80;25;1;10452
Impressa;550418;R;61200;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;237;231;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,827851;-49,364811;9659;43;Jardim Santa Maria;M;F;124;26;1;10460
Combo;550702;R;1019;1;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;88;520;120;12;43,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,825494;-49,413265;9659;22;Jardim Maracanã;M;F;85;25;1;10464
Digital;550704;R;12082;1;10;06/05/2023 00:00;04/05/2024 00:00;1;261;242;231;190,8;12;12;15,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.7542884;-49.4072392;9659;63;Parque da Cidadania;M;F;82;28;1;10470
Combo;550717;R;22804;1;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;88;436;204;12;36,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.7977095;-49.4040207;9659;63;Jardim Santa Lúcia;M;F;82;28;1;10470
Digital;550672;R;172395;1;10;06/05/2023 00:00;04/05/2024 00:00;1;261;238;261;202,8;0;1;16,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;FALSO;;;9659;22;Jardim Tarraf II;F;F;89;26;1;10473
Impressa;550410;R;41566;1;5;06/05/2023 00:00;13/05/2024 00:00;1;261;232;234;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,847219;-49,397837;9659;22;Jardim Vivendas;M;F;84;19;1;10477
Combo;551300;I;62670;160629;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;88;458,8;181,2;12;38,23333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/05;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,815701;-49,358016;9659;11;Roseiral;M;F;84;30;1;10480
Impressa;551294;I;37398;76316;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;210;958,8;73,2;12;79,9;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/05;2024/05;06 de R$ 75 a R$ 79.99;Anual;São José do Rio Preto;VERDADEIRO;-20,814988;-49,382382;9659;23;Parque Industrial;M;F;81;19;1;10481
Impressa;550197;R;73669;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;230;1032;0;11;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;-20.7779526;-49.3452731;9659;55;Parque Belvedere;M;F;50;15;1;10483
Impressa;550169;R;128748;1;5;06/05/2023 00:00;06/05/2024 00:00;1;261;236;253;1032;0;11;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;43;Jardim São Marco;M;F;50;15;1;10483
Combo;551103;I;44639;76316;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;96;458,8;181,2;12;38,23333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/05;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;11;Jardim Estrela;M;F;81;25;1;10493
Combo;550713;R;30059;1;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;72;556;84;12;46,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/04;2024/05;12 de R$ 45 a R$ 49.99;Anual;São José do Rio Preto;VERDADEIRO;-20,875038;-49,420874;9659;22;Loteamento Parque dos Pássaros;M;F;70;25;1;10499
Combo;550706;R;59637;1;12;06/05/2023 00:00;04/05/2024 00:00;1;104;95;80;520;120;12;43,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;55;Residencial Marcia;M;F;75;26;1;10508
Impressa;550470;R;6664;1;5;06/05/2023 00:00;06/05/2024 00:00;1;261;237;231;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20,817037;-49,338092;9659;55;Residencial Marcia;M;F;75;26;1;10522
Combo;551101;I;14073;2724;12;06/05/2023 00:00;31/05/2024 00:00;1;104;89;88;578,8;121,2;12;48,23333333;468;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Macaubal;2023/05;2024/05;12 de R$ 45 a R$ 49.99;Anual;São José do Rio Preto;VERDADEIRO;;;9332;55;Parque Residencial Damha;M;F;79;26;1;10525
Impressa;550425;R;50565;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;257;1032;0;7;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;;;9659;55;Residencial Marcia;M;F;87;25;1;10526
Impressa;550428;R;50951;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;239;187;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;;;9659;55;Residencial Marcia;M;F;82;23;1;10529
Combo;550439;R;182329;1;12;06/05/2023 00:00;04/05/2024 00:00;1;104;96;55;640;0;12;53,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Mirassol;2023/04;2024/05;11 de R$ 50 a R$ 54.99;Anual;Mirassol;FALSO;;;9366;334;A DEFINIR;M;F;84;21;1;10550
Impressa;550808;R;27633;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;231;1032;96;12;86;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Nova Granada;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;Nova Granada;VERDADEIRO;-20.5324969;-49.3182665;9410;345;Centro;M;F;77;26;1;10553
Impressa;550433;R;171130;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;231;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;Mirassol;FALSO;;;9366;334;A DEFINIR;M;F;82;25;1;10560
Combo;551120;I;167815;160629;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;88;578,8;121,2;12;48,23333333;468;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Cedral;2023/05;2024/05;12 de R$ 45 a R$ 49.99;Anual;Cedral;VERDADEIRO;;;9056;299;A DEFINIR;M;F;89;26;1;10566
Impressa;550147;R;4365;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;210;1128;0;12;94;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Potirendaba;2023/04;2024/05;03 de R$ 90 a R$ 94.99;Anual;Potirendaba;VERDADEIRO;-21.0436779;-49.3813058;9522;367;A DEFINIR;M;F;81;28;1;10567
Digital;550695;R;58043;1;10;06/05/2023 00:00;04/05/2024 00:00;1;261;242;231;178,8;24;12;14,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;Tanabi;2023/04;2024/05;13 Menos de R$ 45;Anual;Tanabi;VERDADEIRO;-20.6242401;-49.6491350;9715;386;A DEFINIR;M;F;75;25;1;10613
Combo;550481;R;32624;1;12;06/05/2023 00:00;04/05/2024 00:00;1;104;96;80;640;0;12;53,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Mirassol;2023/04;2024/05;11 de R$ 50 a R$ 54.99;Anual;Mirassol;FALSO;-20.8165163;-49.5116733;9366;334;A DEFINIR;M;F;86;25;1;10628
Impressa;551315;I;64255;160629;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;261;1070;58;1;89,16666667;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Jales;2023/05;2024/05;04 de R$ 85 a R$ 89.99;Anual;Jales;FALSO;;;9274;324;Centro;F;F;84;22;1;10630
Combo;550476;R;154542;1;12;06/05/2023 00:00;04/05/2024 00:00;1;104;96;50;700;0;12;58,33333333;468;238;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 REG-CBO-ANU (SA|DO) - IMP;Mirassol;2023/04;2024/05;10 de R$ 55 a R$ 59.99;Anual;Mirassol;FALSO;-20.8075210;-49.4949023;9366;334;A DEFINIR;F;F;84;22;1;10630
Impressa;550447;R;38571;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;261;1032;0;1;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;Onda Verde;FALSO;-20.6076074;-49.2961701;9659;348;A DEFINIR;M;F;76;23;1;10632
Impressa;550243;R;160493;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;231;1128;0;12;94;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Monte Aprazível;2023/04;2024/05;03 de R$ 90 a R$ 94.99;Anual;Monte Aprazível;VERDADEIRO;-20.7735298;-49.7063641;9378;339;A DEFINIR;M;F;80;25;1;10636
Impressa;550419;R;161347;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;231;1128;0;12;94;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;São José do Rio Preto;2023/04;2024/05;03 de R$ 90 a R$ 94.99;Anual;São José do Rio Preto;FALSO;-20.7863752;-49.3681299;9659;51;Jardim Seyon;M;F;83;15;1;10641
Impressa;551297;I;48607;76316;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;210;958,8;73,2;12;79,9;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Mirassol;2023/05;2024/05;06 de R$ 75 a R$ 79.99;Anual;Mirassol;VERDADEIRO;-20.8173456;-49.5210713;9366;334;A DEFINIR;M;F;78;25;1;10644
Impressa;550232;R;74822;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;261;1128;0;3;94;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Monte Aprazível;2023/04;2024/05;03 de R$ 90 a R$ 94.99;Anual;Monte Aprazível;VERDADEIRO;-20.7721381;-49.7158466;9378;339;A DEFINIR;M;F;78;16;1;10645
Impressa;550452;R;170596;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;260;1128;0;10;94;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Guaraci;2023/04;2024/05;03 de R$ 90 a R$ 94.99;Anual;Guaraci;FALSO;;;9169;310;Centro;F;F;75;27;1;10650
Combo;549843;R;51623;1;12;06/05/2023 00:00;03/05/2024 00:00;1;104;96;88;436;204;12;36,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;Talhado (São José do Rio Preto);2023/03;2024/05;13 Menos de R$ 45;Anual;Talhado (São José do Rio Preto);VERDADEIRO;;;9713;51;RES ALTA VISTA;M;F;79;30;1;10653
Impressa;550698;R;39062;1;5;06/05/2023 00:00;04/05/2024 00:00;1;261;238;231;720;312;12;60;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;Severínia;2023/04;2024/05;09 de R$ 60 a R$ 64.99;Anual;Severínia;VERDADEIRO;-20.8125124;-48.8060945;9688;382;Centro;F;F;78;16;1;10830
Impressa;550199;R;7314;1;5;07/05/2023 00:00;06/05/2024 00:00;1;261;237;231;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;65;Jardim Palmeiras;M;F;81;26;1;10953
Digital;550719;R;180135;1;10;07/05/2023 00:00;06/05/2024 00:00;1;261;241;210;178,8;24;12;14,9;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;;;9659;63;Parque Residencial Atlântica;F;F;58;26;1;10989
Impressa;550132;R;38290;1;5;07/05/2023 00:00;08/07/2024 00:00;1;261;199;260;1032;0;10;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/07;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;23;Centro;F;F;58;26;1;10989
Impressa;550079;R;73708;1;5;07/05/2023 00:00;06/05/2024 00:00;1;261;236;260;1032;0;10;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;22;Jardim Tarraf II;F;F;70;26;1;11032
Impressa;550722;R;182343;1;5;07/05/2023 00:00;06/05/2024 00:00;1;261;236;189;744;288;12;62;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;09 de R$ 60 a R$ 64.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;53;Jardim Maracanã;F;F;70;26;1;11032
Impressa;550457;R;52368;1;5;07/05/2023 00:00;17/05/2024 00:00;1;261;229;225;1032;0;3;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;;;9659;22;Jardim dos Seixas;M;F;75;16;1;11082
Impressa;550723;R;170965;1;5;07/05/2023 00:00;06/05/2024 00:00;1;261;237;231;744;288;12;62;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;09 de R$ 60 a R$ 64.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;334;Jardim do Cedro;M;F;75;16;1;11082
Impressa;551052;I;182918;1;5;07/05/2023 00:00;06/05/2024 00:00;1;261;237;231;960;72;12;80;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;05 de R$ 80 a R$ 84.99;Anual;São José do Rio Preto;VERDADEIRO;;;9659;51;Jardim Fuscaldo;M;F;46;22;1;11103
Digital;550720;R;160183;1;10;07/05/2023 00:00;06/05/2024 00:00;1;261;240;231;186;16,8;12;15,5;1251,75;229;12;3;DIARIO DA REGIAO - DIGITAL;ANU 5 DIAS - DIGITAL;360;261;2018 ANU-DIG;São José do Rio Preto;2023/04;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20.8112245;-49.4143644;9659;57;Residencial Gaivota I;M;F;81;25;1;11153
Impressa;550446;R;180133;1;5;07/05/2023 00:00;06/05/2024 00:00;1;261;237;252;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;;;9659;55;Residencial Marcia;M;F;87;27;1;11163
Combo;550423;R;70729;1;12;07/05/2023 00:00;10/05/2024 00:00;1;104;95;88;640;0;12;53,33333333;468;226;12;1;DIARIO DA REGIAO;ANU 2 DIAS  - IMPRESSO;360;104;2018 RP-CBO-ANU (SA|DO) - IMP;São José do Rio Preto;2023/04;2024/05;11 de R$ 50 a R$ 54.99;Anual;São José do Rio Preto;FALSO;-20.8333815;-49.4069682;9659;22;Jardim Tarraf;M;F;87;27;1;11163
Impressa;550456;R;47186;1;5;07/05/2023 00:00;06/05/2024 00:00;1;261;237;231;1128;0;12;94;1251,75;230;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 REG-ANU;Potirendaba;2023/04;2024/05;03 de R$ 90 a R$ 94.99;Anual;Potirendaba;FALSO;-21.0465502;-49.3764348;9522;367;A DEFINIR;F;F;87;25;1;11164
Impressa;550440;R;70072;1;5;07/05/2023 00:00;17/05/2024 00:00;1;261;229;180;1032;0;12;86;1251,75;225;12;1;DIARIO DA REGIAO;ANUAL;360;261;2018 RP-ANU;São José do Rio Preto;2023/04;2024/05;04 de R$ 85 a R$ 89.99;Anual;São José do Rio Preto;FALSO;-20.8117610;-49.3762272;9659;22;QUINTA DO GOLFE;M;F;96;26;1;11169
Combo;551116;I;62878;72996;11;09/05/2023 00:00;06/05/2024 00:00;1;156;143;143;20;0;12;1,666666667;780;233;12;3;DIARIO DA REGIAO - DIGITAL;ANU 3 DIAS - DIGITAL;360;156;2018 RP-CBO-ANU (TE|QA|QI|SE) - DIG;São José do Rio Preto;2023/05;2024/05;13 Menos de R$ 45;Anual;São José do Rio Preto;VERDADEIRO;-20,843793;-49,375685;9659;43;São Francisco;M;F;82;25;1;11172
